STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
48,Texas,481293,2,1,1GR1P062*NJ******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2022,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
48,Texas,481299,1,1,1UNSD342*ML******,2024-08-22 01:57:40,0,6,TRAILER,1739,"DRAGON PRODUCTS, LLC",1415,DRAGON ESP,4763,Dragon ESP,2021,,,6,UNITED STATES (USA),TEXAS,LA PORTE,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,34.000,,2,,
48,Texas,481303,2,1,1GRAP062*JT******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1988,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Platewall,2,,
48,Texas,481313,2,1,1DW1A532*MS******,2024-08-22 01:57:40,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2021,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Van Trailer,2,,
48,Texas,481330,3,1,1UYVS253*J3******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481331,1,1,1UYVS253*P7******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2023,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481337,1,1,3UTVS253*J8******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,12,MEXICO,,PIEDRAS NEGRAS,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481347,1,1,5JX1C182*LD******,2024-08-22 01:57:40,0,6,TRAILER,2205,THE ALUMINUM TRAILER COMPANY,1504,ALUMINUM TRAILER CO.,4895,Aluminum Trailer Co.,2020,,,6,UNITED STATES (USA),INDIANA,NAPPANEE,,,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,14,Bumper Pull,18.000,Cargo Trailer,2,,
48,Texas,481349,3,1,1UYVS253*7U******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481352,1,1,1W16532A*J5******,2024-08-22 01:57:40,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2018,,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,,,,Type of suspension: Air Ride,61,Trailer,,,,,53,Livestock - Cattle Trailer,,,53.000,,2,,
48,Texas,481365,1,1,1JJV532W*8L******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2008,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,481377,2,1,4X4FWCF2*FV******,2024-08-22 01:57:40,0,6,TRAILER,1084,"FOREST RIVER, INC.",531,FOREST RIVER,2452,Wildcat,2015,,,6,UNITED STATES (USA),INDIANA,ELKHART,,,,Address: 57475 CR 3,61,Trailer,,,,,26,Fifth Wheel,,,30.000,,2,,
48,Texas,481383,1,1,1GRAP062*GJ******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,,"Jacksonville Florida (ended 02/1988); Jonesboro, Arkansas (effective 09/03/02)",61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,481391,1,1,7HCBD142*PM******,2024-08-22 01:57:40,1,6,TRAILER,19404,"TEXAS PRIDE TRAILERS, LLC DBA U.S. BUILT TRAILERS",10148,TEXAS PRIDE TRAILERS,26245,Texas Pride Trailers,2023,,,6,UNITED STATES (USA),TEXAS,MADDISONVILLE,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,1,Ball Type Pull,14.000,,2,,
48,Texas,481393,1,1,1GRAP062*FJ******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,,"Jacksonville Florida (ended 02/1988); Jonesboro, Arkansas (effective 09/03/02)",61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,481404,2,1,1UNSD392*GS******,2024-08-22 01:57:40,0,6,TRAILER,1739,"DRAGON PRODUCTS, LLC",956,DRAGON PRODUCTS,4976,Dragon Products,2016,,,6,UNITED STATES (USA),TEXAS,SILSBEE,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,39.000,,2,,
48,Texas,481413,2,1,4U3B0482*XL******,2024-08-22 01:57:40,1,6,TRAILER,9213,"BULL MOOSE HEAVY HAUL, INC",6869,X-L SPECIALIZED TRAILERS INC,18367,X-L SPECIALIZED TRAILERS INC,1999,,,6,UNITED STATES (USA),IOWA,MANCHESTER,,,,,61,Trailer,,,,,,,,,48.000,"Ag/Commercial/Construction Fixed/Rigid Neck (SDS, SDX, PGD, FD, DDE, FDE, RG, SD, SDE, DD, LSD, BM)",2,,
48,Texas,481415,1,1,3H3V532C*HT******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,481416,1,1,1JJV532D*GL******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,481423,1,1,1LH440WH*K1******,2024-08-22 01:57:40,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,28248,440B,2019,,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,,,,Dual Wheels,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,,"Fifth, two axle trailer with goosoneeck hinged at front of bed on outside beams, four beam construction, high flow hydraulic slider axle (25,000 lb capacity) with anti-lock brakes. Full width 8 inch crossmember spacing. Top opening gooseneck toolboxes, and beam stiffener kit standard. Updated Grote LED electrical system, centralized grease system. Brand remote & disc brake axles are optional. GVWR 97,100 pounds (44,040 kg)",,3,Tandem
48,Texas,481431,2,1,16V3F382*N6******,2024-08-22 01:57:40,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2022,,,6,UNITED STATES (USA),TEXAS,WILLS POINT,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,38.000,,2,,
48,Texas,481441,4,1,13N2532C*P1******,2024-08-22 01:57:40,0,6,TRAILER,12268,FONTAINE COMMERCIAL TRAILER INC.,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1993,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,Optional Features: sliding suspension,2,,
48,Texas,481466,1,1,527SR532*KM******,2024-08-22 01:57:40,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2019,,,6,UNITED STATES (USA),INDIANA,MONON,"CIMC Reefer Trailer,Inc",,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Reefer Van Trailer,2,,
48,Texas,481476,3,1,3H3V532K*PS******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2023,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
48,Texas,481483,1,1,1TTF482C*D3******,2024-08-22 01:57:40,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,12050,TRANSCRAFT/WABASH,27663,Combo Steel/Alum Flatbed,2013,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,,2,,
48,Texas,481501,2,1,3H3V532C*MR******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2021,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Trailer Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,Material: ALUMINUM/STEEL,2,,
48,Texas,481503,3,1,4S9BE262*AE177***,2024-08-22 01:57:40,1,6,TRAILER,11917,STEALTH ENTERPRISES LLC,3467,"STEALTH ENTERPRISES, LLC",7759,"Stealth Enterprises, LLC",2010,,,6,UNITED STATES (USA),INDIANA,ELKHART,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,26.000,,2,,
48,Texas,481507,1,1,4TM11GE1*7B******,2024-08-22 01:57:40,0,6,TRAILER,15828,WHITE RIVER MARINE GROUP LLC,8645,WHITE RIVER MARINE GROUP,22696,White River Marine Group,2007,Lebanon MV,PT170,6,UNITED STATES (USA),MISSOURI,OZARK,,,,,61,Trailer,,,,,2,Boat Trailer,1,Ball Type Pull,17.000,,1,,
48,Texas,481507,2,1,1JJV532D*PL******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2023,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
48,Texas,481514,1,1,3H3V532K*PJ******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2023,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
48,Texas,481515,2,1,1DASFC03*CP******,2024-08-22 01:57:40,0,6,TRAILER,1273,"TRAIL-EZE, INC",700,DAKOTA MANUFACTURING CO. / TRAIL-EZE,3900,Slide Axle,2012,,,6,UNITED STATES (USA),SOUTH DAKOTA,PLATTE,,,,,61,Trailer,,,,,88,Flatbed - Single Drop,,,50.000,Over 50,3,,
48,Texas,481517,2,1,1B9SP452*BF946***,2024-08-22 01:57:40,0,6,TRAILER,11920,BLACKSTONE TRAILER COMPANY LP,1346,BLACKSTONE TRAILER COMPANY,5656,Blackstone Trailer Company,2011,,,6,UNITED STATES (USA),TEXAS,FORT WORTH,Blackstone Trailer Company LP,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,45.000,Body Type - Straight Platform,2,,
48,Texas,481523,2,1,16VGX202*L6******,2024-08-22 01:57:40,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2020,,,6,UNITED STATES (USA),TEXAS,WILLS POINT,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,3,Gooseneck,20.000,,2,,
48,Texas,481540,1,1,1GRAA142*JB******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1988,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,14.000,Dry Freight / Reefer / Insulated Van,2,,
48,Texas,481541,1,1,3F8KT342*R1******,2024-08-22 01:57:40,0,6,TRAILER,14842,"PRO FAB US, S.A. DE C.V.",4996,DURAHAUL,12253,DuraHaul,2024,,,12,MEXICO,CHIHUAHUA,CUAUHTEMOC,,,,,61,Trailer,,,,,15,Tank Trailer,6,Kingpin,34.000,,2,,
48,Texas,481542,2,1,1GRAA062*AW******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,53.000,Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,481562,2,1,58SBU162*LE******,2024-08-22 01:57:40,0,6,TRAILER,1509,EAST TEXAS TRAILERS,1358,EAST TEXAS TRAILERS,4701,East Texas Trailers,2020,,,6,UNITED STATES (USA),TEXAS,PETTY,,,,,61,Trailer,,,,,16,Utility Trailer,14,Bumper Pull,16.000,,2,,
48,Texas,481569,1,1,1GRAA962*HB******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,481575,2,1,1RNF53A2*LR******,2024-08-22 01:57:40,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2020,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,Airride,2,,
48,Texas,481585,3,1,1GR1A962*MB******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2021,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,,,6,Kingpin,48.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
48,Texas,481607,2,1,1K9CG402*ML351***,2024-08-22 01:57:40,0,6,TRAILER,12016,"KWIK EQUIPMENT SALES, LLC",4552,KWIK EQUIPMENT SALES,9653,Kwik Equipment Sales LLC,2021,,,6,UNITED STATES (USA),ALABAMA,PEARLAND,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,40.000,Container Chassis,2,,
48,Texas,481609,1,1,1UYFS248*CA******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
48,Texas,481620,3,1,591SD342*JR******,2024-08-22 01:57:40,0,6,TRAILER,7719,"DRAGON ESP, LTD",1415,DRAGON ESP,4763,Dragon ESP,2018,,,6,UNITED STATES (USA),COLORADO,LAMAR,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,34.000,,2,,
48,Texas,481630,1,1,1UYVS253*EP******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481630,2,1,1GRAA561*6K******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,56.000,Dry Freight/ Reefer/ Insulated Van,1,,
48,Texas,481630,2,2,1GRAA561*CK******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1982,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,56.000,Dry Freight / Reefer / Insulated Van,1,,
48,Texas,481635,1,1,5RVFD252*NP******,2024-08-22 01:57:40,0,6,TRAILER,8916,LAMAR TRAILERS INC.,6413,LAMAR TRAILERS,17669,LAMAR TRAILERS,2022,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,57,Flat Deck Trailer,3,Gooseneck,25.000,,2,,
48,Texas,481655,2,1,3H3V532C*MR******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2021,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Trailer Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,Material: ALUMINUM/STEEL,2,,
48,Texas,481662,1,1,4P53F492*P1******,2024-08-22 01:57:40,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2023,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,49.000,,2,,
48,Texas,481665,2,1,1W1MCF1A*WA******,2024-08-22 01:57:40,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,8390,Wilson Trailer Co.,1998,RIDGE STRAPS - ROLL TARP,,6,UNITED STATES (USA),IOWA,SIOUX CITY,PLANT 2,,,,61,Trailer,,,,,33,Grain Trailer,,,43.000,AXLES: TWO AIR-RIDE,2,,
48,Texas,481666,1,1,1L9AC32C*AL033***,2024-08-22 01:57:40,0,6,TRAILER,2705,"LEDWELL & SON ENTERPRISES, INC.",9834,"LEDWELL & SONS ENTERPRISES, INC.",25224,"Ledwell & Sons Enterprises, Inc.",2010,Drag Chain,,6,UNITED STATES (USA),TEXAS,TEXARKANA,,,,,61,Trailer,,,,,,,,,40.000,Type of Vehicle: Drag Chain,2,,
48,Texas,481667,1,1,3EYN240M*PF******,2024-08-22 01:57:40,0,6,TRAILER,21120,"GG TRAILERS, SA DE CV",11347,GG TRAILERS,29438,GG Trailers,2023,,,12,MEXICO,COAHUILA,FRONTERA,,,,,61,Trailer,,,,,109,Container Chassis/Container Trailer,6,Kingpin,40.000,Container Chassis,2,,
48,Texas,481667,2,1,1GR4M962*PH******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2023,,,6,UNITED STATES (USA),TENNESSEE,HUNTSVILLE,,,,,61,Trailer,,,,,,,6,Kingpin,48.000,Semitrailer - platform,2,,
48,Texas,481673,2,1,1JJV532W*6L******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,481690,2,1,1JJV532D*GL******,2024-08-22 01:57:40,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,481694,1,1,5VNBU121*MT******,2024-08-22 01:57:40,0,6,TRAILER,15894,C&M TRAILERS INC.,5439,C&M TRAILERS INC,14151,C&M Trailers,2021,,,6,UNITED STATES (USA),TEXAS,ENNIS,,,,,61,Trailer,,,,,16,Utility Trailer,1,Ball Type Pull,12.000,,1,,
48,Texas,481716,1,1,5HTSN422*C5******,2024-08-22 01:57:40,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2012,,,6,UNITED STATES (USA),TEXAS,RHOME,,,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,42.000,Al Pneumatic,2,,
48,Texas,481726,1,1,1GRDM962*4M******,2024-08-22 01:57:40,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),TENNESSEE,MEMPHIS,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,96.000,Straight Deck / Drop Deck / Extendable,2,,
48,Texas,481733,1,1,3H3V281C*FT******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
48,Texas,481733,1,2,3H3V281C*LT******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
48,Texas,481735,1,1,1Z924152*B1258***,2024-08-22 01:57:40,0,6,TRAILER,11283,OVERLAND TANK INC.,2492,OVERLAND TANK,6314,Overland Tank,2011,Vacuum,,6,UNITED STATES (USA),TEXAS,ABILENE,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,50.000,Trailer Length: 41-50,2,3,Tandem
48,Texas,481738,2,1,3S9PHJP2*NW092***,2024-08-22 01:57:40,0,6,TRAILER,7512,SEMIREMOLQUES EL PUMA S.A. DE. C.V.,3166,SEMIREMOLQUES EL PUMA,7267,Semiremolques EL Puma,2022,,,12,MEXICO,CHIHUAHUA,NAMIQUIPA,,,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,6,Kingpin,40.000,Belly Dump,2,,
48,Texas,481750,2,1,1UYVS253*L2******,2024-08-22 01:57:40,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481773,1,1,1DW1A281*LS******,2024-08-22 01:57:40,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2020,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,59,Van/Covered Cargo/Enclosed,4,Straight Semi/Semi Trailer,28.000,Van Trailer,1,,
48,Texas,481773,1,2,1U3JU781*5B******,2024-08-22 01:57:40,0,6,TRAILER,3197,SILVER EAGLE MANUFACTURING COMPANY,3598,SILVER EAGLE MANUFACTURING COMPANY,7980,SILVER EAGLE MANUFACTURING COMPANY,2005,J Series,,6,UNITED STATES (USA),OREGON,PORTLAND,,,,"Positions 6 & 7 of the VIN gives the Draw bar length - C/Eye to C/Axle Centers. If it is 02 in 6&7 positions, then the drawbar length is 102"" (the last 2 digits). 04 = 104""; 04 = 204""; 76 = 76""; 75 = 74.5 and so on.",61,Trailer,7,"Class 6: 19,501 - 26,000 lb (8,845 - 11,794 kg)",9,"Class 8: 33,001 lb and above (14,969 kg and above)",45,Dolly,,,,UPS DOLLY,1,,
48,Texas,481773,1,3,3H3V281C*FT******,2024-08-22 01:57:40,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
48,Texas,481773,2,1,3UTVS253*PP******,2024-08-22 01:57:40,1,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2023,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481779,2,1,L4WC1H41*MA******,2024-08-22 01:57:40,0,6,TRAILER,14270,JINHUA YONGQIANG VEHICLES FACTORY,8401,JINHUA YONGQIANG VEHICLES FACTORY,22285,Jinhua Yongqiang Vehicles Factory,2021,,,8,CHINA,ZHEJIANG,JINHUA,Home company,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,1,Ball Type Pull,4.000,w/o flooring,1,,
